season,week,fecha,juego,equipo,rival,es_local,player_id,jugador,pos,prop,prediccion,lo,hi,prob_1mas,fecha_prediccion
2026,1,2026-09-13,ATL @ PIT,ATL,PIT,0,00-0037746,Brian Robinson Jr.,RB,recepciones,0.66,,,0.48,2026-08-12 17:39
2026,1,2026-09-13,ATL @ PIT,ATL,PIT,0,00-0037746,Brian Robinson Jr.,RB,td_recepcion,0.02,,,0.02,2026-08-12 17:39
2026,1,2026-09-13,ATL @ PIT,ATL,PIT,0,00-0035208,Olamide Zaccheaus,WR,yardas_recepcion,23.57,0.49,45.59,,2026-08-12 17:39
2026,1,2026-09-13,ATL @ PIT,ATL,PIT,0,00-0035208,Olamide Zaccheaus,WR,recepciones,1.7,,,0.82,2026-08-12 17:39
2026,1,2026-09-13,ATL @ PIT,ATL,PIT,0,00-0035208,Olamide Zaccheaus,WR,td_recepcion,0.15,,,0.14,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,TEN,NYJ,1,00-0040676,Cam Ward,QB,yardas_pase,185.43,87.23,265.15,,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,TEN,NYJ,1,00-0040676,Cam Ward,QB,td_pase,1.26,,,0.72,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,TEN,NYJ,1,00-0040676,Cam Ward,QB,intercepciones,0.75,,,0.53,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,TEN,NYJ,1,00-0040676,Cam Ward,QB,yardas_tierra,9.13,0.0,20.79,,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,TEN,NYJ,1,00-0040676,Cam Ward,QB,td_tierra,0.1,,,0.1,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,TEN,NYJ,1,00-0040584,Gunnar Helm,TE,yardas_recepcion,26.87,1.05,53.15,,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,TEN,NYJ,1,00-0040584,Gunnar Helm,TE,recepciones,2.43,,,0.91,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,TEN,NYJ,1,00-0040584,Gunnar Helm,TE,td_recepcion,0.13,,,0.13,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,TEN,NYJ,1,00-0035261,Tony Pollard,RB,yardas_tierra,98.09,43.03,117.75,,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,TEN,NYJ,1,00-0035261,Tony Pollard,RB,td_tierra,1.16,,,0.69,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,TEN,NYJ,1,00-0035261,Tony Pollard,RB,yardas_recepcion,14.58,0.05,28.9,,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,TEN,NYJ,1,00-0035261,Tony Pollard,RB,recepciones,1.49,,,0.77,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,TEN,NYJ,1,00-0035261,Tony Pollard,RB,td_recepcion,0.07,,,0.07,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,TEN,NYJ,1,00-0038117,Wan'Dale Robinson,WR,yardas_recepcion,61.25,33.49,103.4,,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,TEN,NYJ,1,00-0038117,Wan'Dale Robinson,WR,recepciones,6.02,,,1.0,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,TEN,NYJ,1,00-0038117,Wan'Dale Robinson,WR,td_recepcion,0.36,,,0.3,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,TEN,NYJ,1,00-0038115,Daniel Bellinger,TE,yardas_recepcion,21.0,0.53,39.83,,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,TEN,NYJ,1,00-0038115,Daniel Bellinger,TE,recepciones,1.95,,,0.86,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,TEN,NYJ,1,00-0038115,Daniel Bellinger,TE,td_recepcion,0.13,,,0.12,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,TEN,NYJ,1,00-0039032,Tyjae Spears,RB,yardas_tierra,29.87,3.36,56.46,,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,TEN,NYJ,1,00-0039032,Tyjae Spears,RB,td_tierra,0.24,,,0.21,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,TEN,NYJ,1,00-0039032,Tyjae Spears,RB,yardas_recepcion,22.65,1.06,42.11,,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,TEN,NYJ,1,00-0039032,Tyjae Spears,RB,recepciones,2.79,,,0.94,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,TEN,NYJ,1,00-0039032,Tyjae Spears,RB,td_recepcion,0.11,,,0.11,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,TEN,NYJ,1,00-0034837,Calvin Ridley,WR,yardas_recepcion,37.6,4.28,63.11,,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,TEN,NYJ,1,00-0034837,Calvin Ridley,WR,recepciones,2.12,,,0.88,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,TEN,NYJ,1,00-0034837,Calvin Ridley,WR,td_recepcion,0.21,,,0.19,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,NYJ,TEN,0,00-0037740,Garrett Wilson,WR,yardas_recepcion,62.45,24.29,97.14,,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,NYJ,TEN,0,00-0037740,Garrett Wilson,WR,recepciones,5.17,,,0.99,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,NYJ,TEN,0,00-0037740,Garrett Wilson,WR,td_recepcion,0.4,,,0.33,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,NYJ,TEN,0,00-0030565,Geno Smith,QB,yardas_pase,217.94,147.76,306.39,,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,NYJ,TEN,0,00-0030565,Geno Smith,QB,td_pase,1.34,,,0.74,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,NYJ,TEN,0,00-0030565,Geno Smith,QB,intercepciones,0.89,,,0.59,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,NYJ,TEN,0,00-0030565,Geno Smith,QB,yardas_tierra,4.91,0.0,8.8,,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,NYJ,TEN,0,00-0030565,Geno Smith,QB,td_tierra,0.07,,,0.07,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,NYJ,TEN,0,00-0038120,Breece Hall,RB,yardas_tierra,50.24,23.45,92.9,,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,NYJ,TEN,0,00-0038120,Breece Hall,RB,td_tierra,0.37,,,0.31,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,NYJ,TEN,0,00-0038120,Breece Hall,RB,yardas_recepcion,18.28,0.57,36.36,,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,NYJ,TEN,0,00-0038120,Breece Hall,RB,recepciones,1.96,,,0.86,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,NYJ,TEN,0,00-0038120,Breece Hall,RB,td_recepcion,0.1,,,0.1,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,NYJ,TEN,0,00-0039890,Adonai Mitchell,WR,yardas_recepcion,40.14,12.71,75.24,,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,NYJ,TEN,0,00-0039890,Adonai Mitchell,WR,recepciones,3.5,,,0.97,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,NYJ,TEN,0,00-0039890,Adonai Mitchell,WR,td_recepcion,0.23,,,0.21,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,NYJ,TEN,0,00-0040736,Mason Taylor,TE,yardas_recepcion,37.61,10.23,61.16,,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,NYJ,TEN,0,00-0040736,Mason Taylor,TE,recepciones,3.43,,,0.97,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,NYJ,TEN,0,00-0040736,Mason Taylor,TE,td_recepcion,0.21,,,0.19,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,NYJ,TEN,0,00-0039794,Braelon Allen,RB,yardas_tierra,19.28,0.2,39.42,,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,NYJ,TEN,0,00-0039794,Braelon Allen,RB,td_tierra,0.09,,,0.09,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,NYJ,TEN,0,00-0039794,Braelon Allen,RB,yardas_recepcion,9.17,0.0,20.23,,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,NYJ,TEN,0,00-0039794,Braelon Allen,RB,recepciones,1.03,,,0.64,2026-08-12 17:39
2026,1,2026-09-13,NYJ @ TEN,NYJ,TEN,0,00-0039794,Braelon Allen,RB,td_recepcion,0.06,,,0.06,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,LAC,ARI,1,00-0039915,Ladd McConkey,WR,yardas_recepcion,34.12,7.39,58.49,,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,LAC,ARI,1,00-0039915,Ladd McConkey,WR,recepciones,2.85,,,0.94,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,LAC,ARI,1,00-0039915,Ladd McConkey,WR,td_recepcion,0.26,,,0.23,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,LAC,ARI,1,00-0036355,Justin Herbert,QB,yardas_pase,202.51,128.05,275.17,,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,LAC,ARI,1,00-0036355,Justin Herbert,QB,td_pase,1.29,,,0.73,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,LAC,ARI,1,00-0036355,Justin Herbert,QB,intercepciones,0.69,,,0.5,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,LAC,ARI,1,00-0036355,Justin Herbert,QB,yardas_tierra,32.42,8.32,58.92,,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,LAC,ARI,1,00-0036355,Justin Herbert,QB,td_tierra,0.38,,,0.32,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,LAC,ARI,1,00-0040189,Oronde Gadsden,TE,yardas_recepcion,26.86,3.31,51.76,,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,LAC,ARI,1,00-0040189,Oronde Gadsden,TE,recepciones,2.44,,,0.91,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,LAC,ARI,1,00-0040189,Oronde Gadsden,TE,td_recepcion,0.2,,,0.18,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,LAC,ARI,1,00-0040666,Omarion Hampton,RB,yardas_tierra,60.84,12.07,80.06,,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,LAC,ARI,1,00-0040666,Omarion Hampton,RB,td_tierra,0.36,,,0.3,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,LAC,ARI,1,00-0040666,Omarion Hampton,RB,yardas_recepcion,15.74,0.0,32.83,,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,LAC,ARI,1,00-0040666,Omarion Hampton,RB,recepciones,2.09,,,0.88,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,LAC,ARI,1,00-0040666,Omarion Hampton,RB,td_recepcion,0.1,,,0.1,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,LAC,ARI,1,00-0038544,Quentin Johnston,WR,yardas_recepcion,48.7,13.35,78.45,,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,LAC,ARI,1,00-0038544,Quentin Johnston,WR,recepciones,3.47,,,0.97,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,LAC,ARI,1,00-0038544,Quentin Johnston,WR,td_recepcion,0.22,,,0.2,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,LAC,ARI,1,00-0033885,David Njoku,TE,yardas_recepcion,16.52,0.32,35.17,,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,LAC,ARI,1,00-0033885,David Njoku,TE,recepciones,2.01,,,0.87,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,LAC,ARI,1,00-0033885,David Njoku,TE,td_recepcion,0.12,,,0.11,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,LAC,ARI,1,00-0039391,Kimani Vidal,RB,yardas_tierra,40.91,8.39,65.84,,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,LAC,ARI,1,00-0039391,Kimani Vidal,RB,td_tierra,0.33,,,0.28,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,LAC,ARI,1,00-0039391,Kimani Vidal,RB,yardas_recepcion,18.28,0.37,37.23,,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,LAC,ARI,1,00-0039391,Kimani Vidal,RB,recepciones,1.68,,,0.81,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,LAC,ARI,1,00-0039391,Kimani Vidal,RB,td_recepcion,0.1,,,0.1,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,LAC,ARI,1,00-0040727,Tre' Harris,WR,yardas_recepcion,40.65,5.31,69.71,,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,LAC,ARI,1,00-0040727,Tre' Harris,WR,recepciones,2.64,,,0.93,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,LAC,ARI,1,00-0040727,Tre' Harris,WR,td_recepcion,0.2,,,0.18,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,ARI,LAC,0,00-0039849,Marvin Harrison Jr.,WR,yardas_recepcion,45.22,12.05,75.95,,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,ARI,LAC,0,00-0039849,Marvin Harrison Jr.,WR,recepciones,3.49,,,0.97,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,ARI,LAC,0,00-0039849,Marvin Harrison Jr.,WR,td_recepcion,0.21,,,0.19,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,ARI,LAC,0,00-0033119,Jacoby Brissett,QB,yardas_pase,206.18,138.21,292.59,,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,ARI,LAC,0,00-0033119,Jacoby Brissett,QB,td_pase,1.52,,,0.78,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,ARI,LAC,0,00-0033119,Jacoby Brissett,QB,intercepciones,0.72,,,0.51,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,ARI,LAC,0,00-0033119,Jacoby Brissett,QB,yardas_tierra,10.16,0.0,22.1,,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,ARI,LAC,0,00-0033119,Jacoby Brissett,QB,td_tierra,0.13,,,0.12,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,ARI,LAC,0,00-0037744,Trey McBride,TE,yardas_recepcion,74.43,30.94,122.47,,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,ARI,LAC,0,00-0037744,Trey McBride,TE,recepciones,6.8,,,1.0,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,ARI,LAC,0,00-0037744,Trey McBride,TE,td_recepcion,0.46,,,0.37,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,ARI,LAC,0,00-0038559,Michael Wilson,WR,yardas_recepcion,58.73,29.89,100.61,,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,ARI,LAC,0,00-0038559,Michael Wilson,WR,recepciones,4.84,,,0.99,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,ARI,LAC,0,00-0038559,Michael Wilson,WR,td_recepcion,0.51,,,0.4,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,ARI,LAC,0,00-0039737,Tip Reiman,TE,yardas_recepcion,12.43,0.0,26.73,,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,ARI,LAC,0,00-0039737,Tip Reiman,TE,recepciones,1.4,,,0.75,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,ARI,LAC,0,00-0039737,Tip Reiman,TE,td_recepcion,0.08,,,0.08,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,ARI,LAC,0,00-0037263,Tyler Allgeier,RB,yardas_tierra,35.44,4.38,59.57,,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,ARI,LAC,0,00-0037263,Tyler Allgeier,RB,td_tierra,0.19,,,0.17,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,ARI,LAC,0,00-0037263,Tyler Allgeier,RB,yardas_recepcion,9.85,0.0,21.11,,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,ARI,LAC,0,00-0037263,Tyler Allgeier,RB,recepciones,1.11,,,0.67,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,ARI,LAC,0,00-0037263,Tyler Allgeier,RB,td_recepcion,0.06,,,0.06,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,ARI,LAC,0,00-0033307,Kendrick Bourne,WR,yardas_recepcion,14.81,0.0,33.2,,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,ARI,LAC,0,00-0033307,Kendrick Bourne,WR,recepciones,1.46,,,0.77,2026-08-12 17:39
2026,1,2026-09-13,ARI @ LAC,ARI,LAC,0,00-0033307,Kendrick Bourne,WR,td_recepcion,0.09,,,0.09,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,LV,MIA,1,00-0038563,Tre Tucker,WR,yardas_recepcion,43.08,12.59,71.14,,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,LV,MIA,1,00-0038563,Tre Tucker,WR,recepciones,3.44,,,0.97,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,LV,MIA,1,00-0038563,Tre Tucker,WR,td_recepcion,0.28,,,0.24,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,LV,MIA,1,00-0029604,Kirk Cousins,QB,yardas_pase,229.2,166.53,290.44,,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,LV,MIA,1,00-0029604,Kirk Cousins,QB,td_pase,1.49,,,0.77,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,LV,MIA,1,00-0029604,Kirk Cousins,QB,intercepciones,0.52,,,0.41,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,LV,MIA,1,00-0029604,Kirk Cousins,QB,yardas_tierra,3.62,0.0,8.3,,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,LV,MIA,1,00-0029604,Kirk Cousins,QB,td_tierra,0.07,,,0.07,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,LV,MIA,1,00-0039338,Brock Bowers,TE,yardas_recepcion,52.05,16.75,89.33,,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,LV,MIA,1,00-0039338,Brock Bowers,TE,recepciones,4.9,,,0.99,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,LV,MIA,1,00-0039338,Brock Bowers,TE,td_recepcion,0.4,,,0.33,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,LV,MIA,1,00-0040122,Ashton Jeanty,RB,yardas_tierra,76.88,40.03,102.05,,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,LV,MIA,1,00-0040122,Ashton Jeanty,RB,td_tierra,0.45,,,0.36,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,LV,MIA,1,00-0040122,Ashton Jeanty,RB,yardas_recepcion,25.71,5.62,47.13,,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,LV,MIA,1,00-0040122,Ashton Jeanty,RB,recepciones,2.84,,,0.94,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,LV,MIA,1,00-0040122,Ashton Jeanty,RB,td_recepcion,0.15,,,0.14,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,LV,MIA,1,00-0037291,Jalen Nailor,WR,yardas_recepcion,28.12,2.78,50.87,,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,LV,MIA,1,00-0037291,Jalen Nailor,WR,recepciones,2.1,,,0.88,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,LV,MIA,1,00-0037291,Jalen Nailor,WR,td_recepcion,0.17,,,0.16,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,LV,MIA,1,00-0039066,Michael Mayer,TE,yardas_recepcion,31.54,3.61,59.39,,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,LV,MIA,1,00-0039066,Michael Mayer,TE,recepciones,2.6,,,0.93,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,LV,MIA,1,00-0039066,Michael Mayer,TE,td_recepcion,0.18,,,0.16,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,LV,MIA,1,00-0040729,Jack Bech,WR,yardas_recepcion,32.75,4.9,58.57,,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,LV,MIA,1,00-0040729,Jack Bech,WR,recepciones,2.66,,,0.93,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,LV,MIA,1,00-0040729,Jack Bech,WR,td_recepcion,0.18,,,0.16,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,MIA,LV,0,00-0039880,Malik Washington,WR,yardas_recepcion,17.02,0.47,33.78,,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,MIA,LV,0,00-0039880,Malik Washington,WR,recepciones,2.08,,,0.87,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,MIA,LV,0,00-0039880,Malik Washington,WR,td_recepcion,0.11,,,0.1,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,MIA,LV,0,00-0038128,Malik Willis,QB,yardas_pase,114.61,39.06,202.61,,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,MIA,LV,0,00-0038128,Malik Willis,QB,td_pase,0.65,,,0.48,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,MIA,LV,0,00-0038128,Malik Willis,QB,intercepciones,0.12,,,0.12,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,MIA,LV,0,00-0038128,Malik Willis,QB,yardas_tierra,21.3,2.16,38.86,,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,MIA,LV,0,00-0038128,Malik Willis,QB,td_tierra,0.19,,,0.17,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,MIA,LV,0,00-0037252,Greg Dulcich,TE,yardas_recepcion,27.87,3.61,50.29,,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,MIA,LV,0,00-0037252,Greg Dulcich,TE,recepciones,2.28,,,0.9,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,MIA,LV,0,00-0037252,Greg Dulcich,TE,td_recepcion,0.21,,,0.19,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,MIA,LV,0,00-0039040,De'Von Achane,RB,yardas_tierra,60.84,33.21,101.77,,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,MIA,LV,0,00-0039040,De'Von Achane,RB,td_tierra,0.45,,,0.36,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,MIA,LV,0,00-0039040,De'Von Achane,RB,yardas_recepcion,22.81,3.33,40.32,,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,MIA,LV,0,00-0039040,De'Von Achane,RB,recepciones,2.6,,,0.93,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,MIA,LV,0,00-0039040,De'Von Achane,RB,td_recepcion,0.11,,,0.1,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,MIA,LV,0,00-0037666,Jalen Tolbert,WR,yardas_recepcion,14.77,0.0,30.16,,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,MIA,LV,0,00-0037666,Jalen Tolbert,WR,recepciones,1.32,,,0.73,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,MIA,LV,0,00-0037666,Jalen Tolbert,WR,td_recepcion,0.14,,,0.13,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,MIA,LV,0,00-0039874,Jaylen Wright,RB,yardas_tierra,43.1,15.0,61.7,,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,MIA,LV,0,00-0039874,Jaylen Wright,RB,td_tierra,0.22,,,0.19,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,MIA,LV,0,00-0039874,Jaylen Wright,RB,yardas_recepcion,10.49,0.0,21.81,,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,MIA,LV,0,00-0039874,Jaylen Wright,RB,recepciones,1.18,,,0.69,2026-08-12 17:39
2026,1,2026-09-13,MIA @ LV,MIA,LV,0,00-0039874,Jaylen Wright,RB,td_recepcion,0.08,,,0.08,2026-08-12 17:39
2026,1,2026-09-13,GB @ MIN,MIN,GB,1,00-0036322,Justin Jefferson,WR,yardas_recepcion,65.81,23.43,100.11,,2026-08-12 17:39
2026,1,2026-09-13,GB @ MIN,MIN,GB,1,00-0036322,Justin Jefferson,WR,recepciones,4.67,,,0.99,2026-08-12 17:39
2026,1,2026-09-13,GB @ MIN,MIN,GB,1,00-0036322,Justin Jefferson,WR,td_recepcion,0.4,,,0.33,2026-08-12 17:39
2026,1,2026-09-13,GB @ MIN,MIN,GB,1,00-0035228,Kyler Murray,QB,yardas_pase,228.21,150.5,292.95,,2026-08-12 17:39
2026,1,2026-09-13,GB @ MIN,MIN,GB,1,00-0035228,Kyler Murray,QB,td_pase,1.21,,,0.7,2026-08-12 17:39
2026,1,2026-09-13,GB @ MIN,MIN,GB,1,00-0035228,Kyler Murray,QB,intercepciones,0.7,,,0.5,2026-08-12 17:39
2026,1,2026-09-13,GB @ MIN,MIN,GB,1,00-0035228,Kyler Murray,QB,yardas_tierra,29.34,5.4,50.66,,2026-08-12 17:39
2026,1,2026-09-13,GB @ MIN,MIN,GB,1,00-0035228,Kyler Murray,QB,td_tierra,0.25,,,0.22,2026-08-12 17:39
2026,1,2026-09-13,GB @ MIN,MIN,GB,1,00-0035229,T.J. Hockenson,TE,yardas_recepcion,35.57,8.37,63.38,,2026-08-12 17:39
2026,1,2026-09-13,GB @ MIN,MIN,GB,1,00-0035229,T.J. Hockenson,TE,recepciones,3.17,,,0.96,2026-08-12 17:39
2026,1,2026-09-13,GB @ MIN,MIN,GB,1,00-0035229,T.J. Hockenson,TE,td_recepcion,0.17,,,0.15,2026-08-12 17:39
2026,1,2026-09-13,GB @ MIN,MIN,GB,1,00-0033293,Aaron Jones Sr.,RB,yardas_tierra,57.94,25.38,87.1,,2026-08-12 17:39
2026,1,2026-09-13,GB @ MIN,MIN,GB,1,00-0033293,Aaron Jones Sr.,RB,td_tierra,0.44,,,0.36,2026-08-12 17:39
2026,1,2026-09-13,GB @ MIN,MIN,GB,1,00-0033293,Aaron Jones Sr.,RB,yardas_recepcion,20.88,0.39,43.32,,2026-08-12 17:39
2026,1,2026-09-13,GB @ MIN,MIN,GB,1,00-0033293,Aaron Jones Sr.,RB,recepciones,2.49,,,0.92,2026-08-12 17:39
2026,1,2026-09-13,GB @ MIN,MIN,GB,1,00-0033293,Aaron Jones Sr.,RB,td_recepcion,0.1,,,0.1,2026-08-12 17:39
2026,1,2026-09-13,GB @ MIN,MIN,GB,1,00-0038994,Jordan Addison,WR,yardas_recepcion,37.43,7.13,69.48,,2026-08-12 17:39
2026,1,2026-09-13,GB @ MIN,MIN,GB,1,00-0038994,Jordan Addison,WR,recepciones,2.4,,,0.91,2026-08-12 17:39
2026,1,2026-09-13,GB @ MIN,MIN,GB,1,00-0038994,Jordan Addison,WR,td_recepcion,0.19,,,0.17,2026-08-12 17:39
